StartDate,EndDate,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11WOC,F12,F13,F14WOC,F15WOC,F16WOC,F17,F18,F19,F20WOC,F21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33MOC,M34MOC,M35MOC,M36MOC,M37,M38,M39,M40,M41,M42,Age,Gender,Ethnicity,Specify_ethnicity,University,Class_standing,Class_specify,Major,GPA,History_offering,Taken_history,Grade_history,Womenclass_offer,Taken_womenclass,Grade_womenclass,Nameofwomenclass,Male_score,Female_score,POC_score,White_score,WhiteWomen_score,WhiteMen_score,POCWomen_score,POCMen_score,Overall_Reconition_Mean,random_white,Male_Score_Median,Female_Score_Median,POC_Score_Median,White_Score_Median,White_Women_Median,White_Men_Median,POC_Women_Median,POC_Men_Median,Full_Scale_Median,Random_White_Median
2/2/2018 11:41:22,2/2/2018 11:43:42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,29,2,3, , ,4, ,Psychological Science,2.79,1,3, ,1,3, , ,.476190476190476,.0476190476190476,0,.333333333333333,.0625,.588235294117647,0,0,.261904761904762,.444444444444444,0,0,0,0,0,0,0,0,0,0
2/15/2018 21:47:01,2/15/2018 21:53:57,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3,0,1,1,3,2,1,3,0,0,0,0,0,1,2,2,0,0,22,2,3, , ,4, ,Psychological Science,2.3,1,3, ,1,1,2,Intorduction to Women Studies,1.23809523809524,.19047619047619,.111111111111111,.878787878787879,.1875,1.52941176470588,.2,0,.714285714285714,.444444444444444,1,0,0,0,0,1,0,0,0,0
2/14/2018 7:17:05,2/14/2018 19:26:33,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,0,0,22,2,2, , ,4, ,Psychological Science,3.53,1,3, , , , , ,1,.19047619047619,0,.757575757575758,.25,1.23529411764706,0,0,.595238095238095,.777777777777778,1,0,0,0,0,1,0,0,0,0
2/2/2018 18:38:55,2/2/2018 18:41:45,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,2,3,0,3,2,3,0,0,0,0,0,2,2,3,3,0,22,2,5, , ,4, ,Psychological Science,3.97,1,2, , , , , ,1.57142857142857,.428571428571429,.111111111111111,1.24242424242424,.5,1.94117647058824,.2,0,1,1.33333333333333,2,0,0,1,0,2,0,0,0,1
2/15/2018 10:07:18,2/15/2018 10:10:35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,1,2,3,3,3,3,2,2,0,1,2,1,0,1,2,1,1,0,22,2,1, , ,4, ,psychology,3.4,1,3, , , , , ,1.76190476190476,.0952380952380952,.444444444444444,1.06060606060606,.125,1.94117647058824,0,1,.928571428571429,.555555555555556,2,0,0,1,0,2,0,1,0,0
2/13/2018 7:43:59,2/13/2018 7:51:47,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,3,3,3,0,0,1,3,3,3,3,1,0,0,0,0,1,3,3,1,1,23,2,2, , ,4, ,psychology,2.5,1,3, ,1,3, , ,1.66666666666667,.380952380952381,.333333333333333,1.21212121212121,.375,2,.4,.25,1.02380952380952,.777777777777778,1,0,0,1,0,3,0,0,.5,0
2/13/2018 7:09:31,2/13/2018 7:24:16,0,3,2,1,3,0,2,3,0,0,0,1,1,1,0,1,1,0,1,3,1,3,3,3,3,3,0,3,0,3,2,1,1,2,3,0,1,0,3,0,2,1,56,1,2, , ,4, ,psychology,3,1,3, , , , , ,1.76190476190476,1.14285714285714,1.22222222222222,1.51515151515152,1.1875,1.82352941176471,1,1.5,1.45238095238095,1,2,1,1,1,1,2,1,1.5,1,1
2/8/2018 15:43:39,2/8/2018 15:45:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,24,2,2, , ,4, ,psychology, ,1,3, ,1,3, , ,.761904761904762,0,0,.484848484848485,0,.941176470588235,0,0,.380952380952381,.444444444444444,0,0,0,0,0,0,0,0,0,0
2/12/2018 10:18:37,2/12/2018 10:23:33,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,1,0,2,1,3,3,2,0,1,0,0,0,0,2,2,1,0,22,2,5, , ,4, ,psychology,3.2,1,3, , , , , ,1.42857142857143,.333333333333333,.222222222222222,1.06060606060606,.375,1.70588235294118,.2,.25,.880952380952381,.666666666666667,1,0,0,1,0,2,0,0,0,0
2/8/2018 19:59:00,2/8/2018 20:03:01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,2,3,3,3,3,3,0,1,0,0,1,3,1,2,2,0,34,2,5, , ,4, ,psychology,4,1,3, , , , , ,1.95238095238095,.142857142857143,.111111111111111,1.3030303030303,.1875,2.35294117647059,0,.25,1.04761904761905,.888888888888889,2,0,0,1,0,3,0,0,0,0
2/14/2018 14:40:47,2/14/2018 14:44:17,1,2,2,0,3,1,1,1,1,1,3,1,1,0,1,0,1,2,2,1,0,3,3,3,3,3,3,3,3,2,2,3,2,2,1,2,0,3,3,3,1,0,35,2,3, , ,4, ,psychology,3.1,1,3, , , , , ,2.28571428571429,1.19047619047619,1.33333333333333,1.84848484848485,1.25,2.41176470588235,1,1.75,1.73809523809524,1.77777777777778,3,1,1,2,1,3,1,2,2,1
2/2/2018 18:55:16,2/2/2018 18:58:53,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,2,1,2,2,1,2,3,2,2,0,0,0,0,0,1,2,2,0,0,50,2,5, , ,4, ,psychology,2.87,1,3, , , , , ,1.28571428571429,.428571428571429,0,1.09090909090909,.5625,1.58823529411765,0,0,.857142857142857,.888888888888889,2,0,0,1,0,2,0,0,.5,1
2/18/2018 19:42:13,2/18/2018 19:50:32,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,3,3,0,3,3,1,0,0,0,0,0,2,0,2,0,0,60,2,5, , ,4, ,psychology,3.1, , , , , , , ,1.52380952380952,.428571428571429,0,1.24242424242424,.5625,1.88235294117647,0,0,.976190476190476,.888888888888889,2,0,0,1,0,3,0,0,0,0
2/15/2018 10:15:39,2/15/2018 10:18:57,2,1,0,1,2,1,2,0,0,1,2,2,0,1,0,0,1,0,0,2,1,2,2,2,0,2,2,2,2,2,1,2,2,0,1,2,2,0,2,1,2,0,25,2,5, , ,4, ,psychology,3.1,1,3, ,1,3, , ,1.47619047619048,.904761904761905,1.11111111111111,1.21212121212121,.875,1.52941176470588,1,1.25,1.19047619047619,1.22222222222222,2,1,1,1,1,2,1,1.5,1,2
2/14/2018 16:16:35,2/14/2018 16:25:42,2,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,3,0,0,0,1,0,1,3,1,1,1,27,2,2, , ,4, ,psychology,2.7,1,3, ,1,3, , ,1.9047619047619,.476190476190476,.111111111111111,1.48484848484848,.625,2.29411764705882,0,.25,1.19047619047619,.888888888888889,3,0,0,1,0,3,0,0,1,1
2/15/2018 18:54:38,2/15/2018 19:04:09,2,1,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,1,1,3,2,3,0,0,0,0,0,1,1,2,1,0,22,2,1, , ,4, ,psychology,3,1,3, ,2, , , ,1.33333333333333,.428571428571429,.111111111111111,1.09090909090909,.5,1.64705882352941,.2,0,.880952380952381,.888888888888889,1,0,0,1,0,1,0,0,.5,1
2/18/2018 23:02:57,2/18/2018 23:05:56,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,0,3,3,0,3,3,21,2,5, , ,4, ,psychology,3.4,1,3, ,2, , , ,2.23809523809524,.380952380952381,.222222222222222,1.60606060606061,.5,2.64705882352941,0,.5,1.30952380952381,.888888888888889,3,0,0,2,0,3,0,.5,1,0
2/18/2018 17:47:54,2/18/2018 17:52:39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,0,2,1,3,2,3,1,1,0,0,0,1,1,3,2,3,1,21,1,5, , ,4, ,Psychology,3.4,1,3, , , , , ,1.71428571428571,.0952380952380952,.222222222222222,1.09090909090909,.0625,2.05882352941176,.2,.25,.904761904761905,.777777777777778,2,0,0,1,0,2,0,0,0,0
2/15/2018 14:11:33,2/15/2018 14:15:29,0,0,0,1,1,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,2,1,3,3,1,0,23,2,5, , ,4, ,Psychology,3,1,3, ,1,3, , ,2.33333333333333,.476190476190476,1.11111111111111,1.48484848484848,.375,2.52941176470588,.8,1.5,1.4047619047619,1.55555555555556,3,0,0,1,0,3,0,1.5,1,1
2/15/2018 10:20:58,2/15/2018 10:25:23,0,2,1,0,3,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,2,2,3,3,3,2,3,0,0,0,1,1,1,3,1,1,23,2,6,Asian,University of Central Arkansas,4, ,Psychology,3.2,1,3, , , , , ,1.9047619047619,.523809523809524,.666666666666667,1.36363636363636,.5,2.17647058823529,.6,.75,1.21428571428571,1.11111111111111,2,0,0,1,0,2,0,0,1,1
2/15/2018 20:40:38,2/15/2018 20:44:19,0,0,2,0,1,1,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0,3,3,3,3,3,3,3,3,3,3,2,0,0,0,2,2,1,1,3,0,0,22,2,5, , ,4, ,Psychology,4,1,3, , , , , ,1.95238095238095,.523809523809524,.444444444444444,1.45454545454545,.5625,2.29411764705882,.4,.5,1.23809523809524,1.11111111111111,3,0,0,1,0,3,0,0,1,0
2/19/2018 11:14:54,2/19/2018 11:18:12,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,0,2,3,3,2,0,27,2,5, , ,4, ,Psychology,2.7,1,3, , , , , ,2,.238095238095238,0,1.42424242424242,.3125,2.47058823529412,0,0,1.11904761904762,1.11111111111111,3,0,0,1,0,3,0,0,0,0
1/31/2018 13:34:52,1/31/2018 13:38:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,1,2,3,1,1,2,2,0,0,1,0,1,1,0,2,0,0,19,2,5, , ,4, ,Psychology,3.85,1,2, , , , , ,1.28571428571429,.0476190476190476,.111111111111111,.818181818181818,.0625,1.52941176470588,0,.25,.666666666666667,.555555555555556,1,0,0,0,0,2,0,0,0,0
2/2/2018 16:38:16,2/2/2018 16:40:54,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,3,2,3,0,3,3,0,1,0,0,3,3,3,3,0,3,20,2,5, , ,4, ,Psychology,3.94,1,1,1,1,1,1, ,2.14285714285714,.285714285714286,.222222222222222,1.48484848484848,.3125,2.58823529411765,.2,.25,1.21428571428571,1,3,0,0,2,0,3,0,0,0,0
2/6/2018 21:06:11,2/6/2018 21:10:45,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,3,2,3,1,1,1,1,3,0,2,1,0,1,0,0,0,1,1,3,0,0,25,2,5, , ,4, ,Psychology,3.8,1,3, ,2, , , ,1.14285714285714,.285714285714286,.111111111111111,.878787878787879,.375,1.35294117647059,0,.25,.714285714285714,1,1,0,0,1,0,1,0,0,0,1
2/8/2018 7:31:43,2/8/2018 7:35:03,0,3,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,3,0,0,3,3,3,3,3,1,3,3,3,3,3,0,0,1,0,0,3,3,3,0,1,26,2,5, , ,4, ,Psychology,3.6,1,2, ,1,3, , ,2,.571428571428571,.222222222222222,1.57575757575758,.6875,2.41176470588235,.2,.25,1.28571428571429,1.11111111111111,3,0,0,1,0,3,0,0,1,0
2/10/2018 12:47:27,2/10/2018 12:51:17,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3,3,2,0,0,2,2,0,1,3,0,0,0,1,0,3,0,3,1,0, ,1,5, , ,4, ,Psychology,2.84,1,1,2, , , , ,1.23809523809524,.19047619047619,.222222222222222,.848484848484849,.1875,1.47058823529412,.2,.25,.714285714285714,.777777777777778,1,0,0,0,0,2,0,0,0,0
2/2/2018 9:22:40,2/2/2018 9:25:13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,2,1,2,2,2,1,1,0,0,0,0,0,0,2,1,2,0,0,21,1,5, , ,4, ,Psychology,3.94,1,3, , , , , ,1.19047619047619,.0952380952380952,0,.818181818181818,.125,1.47058823529412,0,0,.642857142857143,.666666666666667,1,0,0,0,0,2,0,0,0,0
2/6/2018 8:30:58,2/6/2018 8:35:46,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,0,0,2,0,3,0,0,0,0,2,0,0,0,3,0,0,0,56,1,2, , ,4, ,Psychology,3,1,1,2, , , , ,1,.333333333333333,.222222222222222,.787878787878788,.4375,1.11764705882353,0,.5,.666666666666667,0,0,0,0,0,0,0,0,0,0,0
2/12/2018 13:10:12,2/12/2018 13:12:01,0,2,1,1,2,2,0,0,0,0,1,1,0,2,0,2,0,0,1,1,1,3,3,2,3,3,2,1,2,3,3,3,1,1,2,0,0,2,1,0,0,0,26,2,5, , ,4, ,Psychology,2,1,3, , , , , ,1.66666666666667,.80952380952381,1.11111111111111,1.27272727272727,.6875,1.82352941176471,1.2,1,1.23809523809524,.666666666666667,2,1,1,1,.5,2,1,1,1,0
2/14/2018 17:02:56,2/14/2018 17:12:04,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,3,0,3,3,0,3,0,0,1,0,3,3,3,0,21,1,5, , ,4, ,Psychology,2.9,1,3, , , , , ,1.9047619047619,.285714285714286,.333333333333333,1.3030303030303,.375,2.17647058823529,0,.75,1.0952380952381,1.33333333333333,3,0,0,0,0,3,0,0,0,0
2/8/2018 13:03:22,2/8/2018 13:09:38,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,2,2,3,0,0,0,0,0,0,1,0,0,0,22,2,5, , ,4, ,Psychology,2.6,1,3, , , , , ,1.14285714285714,.142857142857143,0,.818181818181818,.1875,1.41176470588235,0,0,.642857142857143,.333333333333333,1,0,0,0,0,2,0,0,0,0
2/8/2018 17:45:28,2/8/2018 17:47:43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,1,3,2,1,2,1,0,0,0,1,0,0,0,3,2,0, ,2,5, , ,4, ,Psychology,2.5,1,3, ,1,3, , ,1.19047619047619,.0952380952380952,.111111111111111,.787878787878788,.125,1.41176470588235,0,.25,.642857142857143,1,1,0,0,0,0,1,0,0,0,0
2/15/2018 14:12:37,2/15/2018 14:15:52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,1,1,1,2,2,3,0,0,0,0,0,0,1,2,2,0,23,2,3, , ,4, ,Psychology,2.8,1,1,2,1,1,2, ,1.14285714285714,.0476190476190476,0,.757575757575758,.0625,1.41176470588235,0,0,.595238095238095,.777777777777778,1,0,0,0,0,1,0,0,0,0
2/3/2018 9:43:05,2/3/2018 9:45:07,0,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,3,3,3,0,1,3,3,3,2,3,0,0,0,0,0,1,2,0,3,0,23,2,2, , ,4, ,Psychology,3.1,2, , ,2, , , ,1.57142857142857,.428571428571429,0,1.27272727272727,.5625,1.94117647058824,0,0,1,.555555555555556,2,0,0,1,0,3,0,0,0,0
2/8/2018 16:47:14,2/8/2018 16:51:59,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,3,3,3,3,3,1,1,0,0,0,2,3,3,3,0,24,2,3, , ,4, ,Psychology,3,1,3, ,1,3, , ,2.0952380952381,.19047619047619,.222222222222222,1.39393939393939,.25,2.47058823529412,0,.5,1.14285714285714,1.33333333333333,3,0,0,1,0,3,0,.5,0,0
2/13/2018 16:19:35,2/13/2018 16:24:44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,2,1,2,2,0,0,0,0,0,1,2,2,0,0,21,2,3, , ,4, ,Psychology,3.73,1,3, ,1,3, , ,1.0952380952381,.0952380952380952,0,.757575757575758,.125,1.35294117647059,0,0,.595238095238095,.444444444444444,1,0,0,0,0,2,0,0,0,0
2/2/2018 9:36:36,2/2/2018 9:39:28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,3,3,2,3,3,0,0,1,0,0,2,3,1,1,0,22,2,5, , ,4, ,Psychology,3.17,1,2, , , , , ,1.80952380952381,.0952380952380952,.222222222222222,1.15151515151515,.0625,2.17647058823529,.2,.25,.952380952380952,.555555555555556,2,0,0,0,0,3,0,0,0,0
2/13/2018 11:39:59,2/13/2018 11:43:56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,0,2,2,0,3,3,0,0,0,0,0,1,1,2,0,0,21,2,5, , ,4, ,Psychology,3,1,3, ,1,3, , ,1.23809523809524,.238095238095238,0,.939393939393939,.3125,1.52941176470588,0,0,.738095238095238,.444444444444444,1,0,0,0,0,2,0,0,0,0
2/14/2018 6:50:13,2/14/2018 6:52:35,0,3,0,0,2,2,2,0,0,2,0,0,0,0,2,0,1,0,0,2,0,3,3,3,3,0,0,2,3,3,3,3,1,0,3,0,0,3,0,0,2,2, ,2,5, , ,4, ,Psychology,3,1,3, ,1,3, , ,1.76190476190476,.761904761904762,.888888888888889,1.36363636363636,.75,1.94117647058824,.8,1,1.26190476190476,.444444444444444,2,0,0,2,0,3,0,.5,1,0
2/14/2018 10:28:37,2/14/2018 10:31:57,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,1,2,2,1,3,0,0,0,0,0,0,1,1,1,0,22,1,1, , ,4, ,Psychology,2.47,1,3, ,1,3, , ,1.0952380952381,.19047619047619,0,.818181818181818,.25,1.35294117647059,0,0,.642857142857143,.333333333333333,1,0,0,0,0,1,0,0,0,0
2/2/2018 10:18:30,2/2/2018 10:23:25,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,3,2,2,3,2,2,2,3,0,0,0,0,1,1,1,3,0,0,21,2,5, , ,4, ,Psychology,3.19,1,2, , , , , ,1.57142857142857,.285714285714286,0,1.18181818181818,.375,1.94117647058824,0,0,.928571428571429,1.22222222222222,2,0,0,1,0,2,0,0,0,0
2/2/2018 9:24:47,2/2/2018 9:28:03,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,3,3,3,3,3,2,3,3,3,3,3,0,1,1,0,1,3,3,2,2,0,24,2,3, , ,4, ,Psychology,3,1,3, ,1,3, , ,2.14285714285714,.285714285714286,.444444444444444,1.42424242424242,.25,2.52941176470588,.4,.5,1.21428571428571,1,3,0,0,1,0,3,0,.5,1,0
2/9/2018 17:15:19,2/9/2018 17:18:08,0,0,3,1,2,3,0,0,1,0,1,0,0,0,0,0,0,3,0,0,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,1,0,3,3,0,0,0,22,2,5, , ,4, ,Psychology,3.5,1,3, ,1,3, , ,1.9047619047619,.80952380952381,.555555555555556,1.57575757575758,1,2.11764705882353,.2,1,1.35714285714286,1,3,0,0,2,0,3,0,.5,1,0
2/12/2018 15:34:00,2/12/2018 15:36:10,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,3,3,3,3,0,0,0,0,0,3,3,0,1,1,22,2,5, , ,4, ,Psychology,3.5,1,3, ,1,3, , ,1.80952380952381,.238095238095238,0,1.3030303030303,.3125,2.23529411764706,0,0,1.02380952380952,.555555555555556,3,0,0,1,0,3,0,0,0,0
2/10/2018 9:57:30,2/10/2018 10:00:25,0,1,1,1,0,2,2,0,1,1,2,1,0,0,2,1,0,1,1,0,1,3,3,3,3,1,2,2,3,2,3,2,1,2,3,0,1,1,1,1,2,1,21,2,5, , ,4, ,Psychology,3.3,1,3, , , , , ,1.9047619047619,.857142857142857,1.22222222222222,1.42424242424242,.8125,2,1,1.5,1.38095238095238,1,2,1,1,1,1,2,1,1.5,1,1
2/18/2018 18:11:54,2/18/2018 18:17:23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,22,2,5, , ,4, ,Psychology,3.1,1,3, ,2, , , ,.380952380952381,.142857142857143,0,.333333333333333,.1875,.470588235294118,0,0,.261904761904762,0,0,0,0,0,0,0,0,0,0,0
2/21/2018 16:31:14,2/21/2018 16:36:00,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,3,3,3,2,1,1,3,1,1,0,3,0,0,0,0,0,2,0,0,0,0,23,2,5, , ,4, ,Psychology,2.9,1,3, ,1,3, , ,1.0952380952381,.285714285714286,.111111111111111,.848484848484849,.3125,1.35294117647059,.2,0,.69047619047619,.333333333333333,1,0,0,0,0,1,0,0,0,0
2/19/2018 6:06:07,2/19/2018 6:11:24,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,3,1,3,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,25,2,5, , ,4, ,Psychology,3.1, , , ,1,3, , ,.952380952380952,.19047619047619,0,.727272727272727,.25,1.17647058823529,0,0,.571428571428571,.222222222222222,0,0,0,0,0,1,0,0,0,0
2/18/2018 18:16:49,2/18/2018 18:20:42,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,2,3,3,2,2,3,0,0,1,0,0,0,1,1,0,0,0,22,2,5, , ,4, ,Psychology,3.2,1,2, ,1,3, , ,1.38095238095238,.142857142857143,.111111111111111,.939393939393939,.1875,1.64705882352941,0,.25,.761904761904762,.222222222222222,1,0,0,0,0,2,0,0,0,0
2/18/2018 18:14:56,2/18/2018 18:17:21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,1,3,3,3,0,0,2,1,0,0,0,0,3,0,0,1,3,28,2,3, , ,4, ,Psychology,3.1,1,3, ,2, , , ,1.52380952380952,.142857142857143,.111111111111111,1.03030303030303,.1875,1.82352941176471,0,.25,.833333333333333,.222222222222222,1,0,0,0,0,3,0,0,0,0
2/18/2018 22:29:54,2/18/2018 22:32:46,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,3,3,3,3,3,3,0,3,1,0,1,0,0,0,0,0,0,0,3,3,27,2,5, , ,4, ,Psychology,3.98,1,3, ,2, , , ,1.52380952380952,.285714285714286,.111111111111111,1.12121212121212,.375,1.82352941176471,0,.25,.904761904761905,.666666666666667,1,0,0,0,0,3,0,0,0,0
2/8/2018 21:47:36,2/8/2018 21:51:25,1,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,3,2,2,2,2,2,3,2,2,0,0,0,0,0,2,2,2,1,0,50,2,5, , ,4, ,Psychology,2.87,1,3, , , , , ,1.52380952380952,.571428571428571,0,1.33333333333333,.75,1.88235294117647,0,0,1.04761904761905,1.11111111111111,2,0,0,2,0,2,0,0,1,1
2/20/2018 8:16:47,2/20/2018 8:20:22,1,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,2,0,0,1,0,3,3,3,3,1,1,3,3,3,3,3,3,2,2,0,0,2,2,3,3,0,20,2,5, , ,4, ,Psychology,3.2,1,3, ,1,3, , ,2.19047619047619,.476190476190476,1.22222222222222,1.36363636363636,.375,2.29411764705882,.8,1.75,1.33333333333333,1.33333333333333,3,0,1,1,0,3,1,2,1,1
2/16/2018 17:00:13,2/16/2018 17:03:50,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,3,2,1,3,3,1,0,0,0,0,1,2,2,1,0,22,1,5, , ,4, ,Psychology,3.3,1,3, , , , , ,1.66666666666667,.19047619047619,.111111111111111,1.15151515151515,.25,2,0,.25,.928571428571429,.777777777777778,2,0,0,1,0,2,0,0,0,1
1/31/2018 12:50:23,1/31/2018 12:53:39,1,0,0,1,2,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,3,3,3,2,2,3,2,2,3,3,0,0,0,0,1,3,3,2,2,1,24,1,5, , ,4, ,Psychology,3.76,1,1,1, , , , ,1.95238095238095,.476190476190476,.111111111111111,1.51515151515152,.5625,2.41176470588235,.2,0,1.21428571428571,1.22222222222222,2,0,0,2,0,3,0,0,1,1
1/31/2018 14:29:53,1/31/2018 14:32:10,1,1,1,1,3,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,3,3,3,3,1,0,1,1,2,3,3,1,3,3,21,1,5, , ,4, ,Psychology,3,1,1,2,1,3, , ,2.33333333333333,1.0952380952381,.888888888888889,1.93939393939394,1.125,2.70588235294118,1,.75,1.71428571428571,1.33333333333333,3,1,1,2,1,3,1,1,1,1
2/1/2018 13:17:41,2/1/2018 13:20:59,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,2,2,3,3,2,3,3,3,0,1,0,0,0,0,0,2,0,1,21,2,5, , ,4, ,Psychology,3.12,1,3, ,1,3, , ,1.61904761904762,.285714285714286,.111111111111111,1.18181818181818,.375,1.94117647058824,0,.25,.952380952380952,1.11111111111111,2,0,0,1,0,2,0,0,0,1
2/8/2018 11:10:14,2/8/2018 11:14:30,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,3,3,3,3,3,3,3,3,1,3,3,0,1,0,0,0,3,2,2,3,0,22,1,5, , ,4, ,Psychology,3.8,2, , ,1,1,1,Psychology of Gender,2,.523809523809524,.222222222222222,1.54545454545455,.625,2.41176470588235,.2,.25,1.26190476190476,1.33333333333333,3,0,0,1,1,3,0,0,1,1
2/2/2018 9:55:02,2/2/2018 10:14:14,1,3,0,0,3,3,2,3,0,1,3,0,1,1,0,0,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,0,0,0,3,2,1,21,2,5, , ,4, ,Psychology,3.48,1,1,1, , , , ,2.0952380952381,1.14285714285714,1,1.78787878787879,1.25,2.29411764705882,.8,1.25,1.61904761904762,2,3,1,1,3,1,3,0,1,1.5,2
2/8/2018 15:20:39,2/8/2018 17:31:13,1,3,1,1,3,1,0,3,2,3,1,1,1,2,1,1,0,0,1,2,2,3,3,3,0,3,1,3,0,3,2,0,1,2,3,0,0,0,3,0,3,2,56,1,2, , ,4, ,Psychology,3,1,3, , , , , ,1.66666666666667,1.42857142857143,1.44444444444444,1.57575757575758,1.4375,1.70588235294118,1.4,1.5,1.54761904761905,1.33333333333333,2,1,1,1,1,2,1,1.5,1,1
